,artist_name,born_death,estimate,event,lot_number,medium,provenance,signature,size,sold_price,title,year_creation
123,Bernard Buffet ,1928-1999,"USD 120,000 - USD 180,000",nov17,463,oil on canvas,"Galerie de Souzy, Paris.
Private collection, Europe (acquired from the above, 2009); sale, Sotheby's, London, 22 June 2016, lot 199.
Acquired at the above sale by the present owner.",signed and dated 'Bernard Buffet 62' (lower left); signed again 'Bernard Buffet' (on the reverse),45 ¾ x 31 7/8 in. (116 x 81 cm.)|,"USD 212,500",Les Dahlias,Painted in 1962
124,Bernard Buffet ,1928-1999,"USD 50,000 - USD 70,000",nov17,464,oil on canvas,"Galerie E. David et M. Garnier, Paris.
Mr. and Mrs. W.W. Crocker, Burlingame, California.
Sarah Coleman, Pebble Beach (by descent from the above).
By descent from the above to the present owner.",signed and dated 'Bernard Buffet 62' (upper left); titled and inscribed 'Les Bords du Morin France' (on the reverse),31 7/8 x 39 3/8 in. (81 x 100 cm.)|,"USD 93,750",Les bords du Morin,Painted in 1962
125,Alberto Giacometti ,1901-1966,"USD 60,000 - USD 80,000",nov17,466,bronze with brown patina,"Private collection, France (1972-1979).
Davlyn Gallery, New York.
James Goodman Gallery, New York (acquired from the above).
Acquired from the above by the late owners, November 1981.",signed and numbered 'A. Giacometti 3/6' (on the left side of the base); inscribed with foundry mark 'Susse Fr Paris' (on the back of the base),Height: 3 ¾ in. (9.5 cm.)|,"USD 125,000",Petit monstre I,Conceived in 1953; this bronze version cast between 1955-1961
126,Henry Moore ,1898-1986,"USD 8,000 - USD 12,000",nov17,467,Height: 4 ¾ in. (12.7 cm.),"Marlborough Gallery, Inc., New York.
Kent Fine Art, Inc., New York.
Acquired from the above by the late owners, July 1986.",bronze with brown patina,,"USD 12,500",Mother and Child,Conceived in 1935; this bronze version cast in 1967
127,Henry Moore ,1898-1986,"USD 50,000 - USD 70,000",nov17,468,bronze with brown patina,"Lillian Heidenberg Gallery, New York.
Kent Fine Art, Inc., New York.
Acquired from the above by the late owners, July 1986.",signed and numbered 'Moore 8/9' (on the back of the base),Height: 7 in. (17.8 cm.)|,"USD 60,000",Maquette for Mother and Child: Block Seat,Conceived in 1981
128,Henry Moore ,1898-1986,"USD 30,000 - USD 50,000",nov17,469,bronze with brown and green patina,"Lillian Heidenberg Gallery, New York.
Acquired from the above by the late owners, December 1982.",signed and numbered 'Moore 9/9' (on the back),Height: 7 5/8 in. (19.4 cm.)|,"USD 31,250",Mother and Child: Gothic,Conceived in 1975
129,Henry Moore ,1898-1986,"USD 40,000 - USD 60,000",nov17,470,bronze with brown and green patina,"Weintraub Gallery, New York.
Kent Fine Art, Inc., New York.
Acquired from the above by the late owners, July 1986.",signed and numbered 'Moore 5/9' (on the back of the base),Height: 7 7/8 in. (20 cm.)|,"USD 81,250",Seated Mother and Baby,Conceived in 1978
130,Jean ,Hans Arp ,"USD 12,000 - USD 18,000",nov17,471,polished bronze,"Iris Clert, Paris (gift from the artist).
James Goodman Gallery, Inc., New York.
Acquired from the above by the late owners, April 1981.",numbered '0/10' (on the underside),Height: 4 ¾ in. (11.8 cm.)|,"USD 16,250",Configuration angoissante,Conceived and cast in 1957
131,Henry Moore ,1898-1986,"USD 30,000 - USD 50,000",nov17,472,bronze with brown patina,"Acquired from the artist by the late owner, July 1974.","signed, numbered and stamped with foundry mark 'Moore 1/7 NOACK BERLIN' (on the back of the base)",Length: 6 1/8 in. (15.5 cm.)|,"USD 37,500",Maquette for Two Piece Reclining Figure No. 1,Conceived in 1959
132,Barbara Hepworth ,1903-1975,"USD 180,000 - USD 250,000",nov17,473,polished bronze,"Marlborough Gallery, Inc., New York.
Acquired from the above by the family of the present owner, August 1974.","signed, dated and numbered 'Barbara Hepworth 1956 CAST 1971 5/9' (on the front of the base); inscribed with foundry mark 'Morris Singers Founders London' (on the back of the base)",Height: 30 3/8 in. (77.1 cm.)|,"USD 225,000",Idol,Conceived in 1956; this bronze version cast in 1971
133,Fernand Léger ,1881-1955,"USD 400,000 - USD 600,000",nov17,474,oil on canvas,"Galerie Paul Pétridès, Paris.
Perls Galleries, New York (1973).
Phil Warren; sale, Sotheby Parke Bernet, Inc., New York, 4 November 1982, lot 57.
The Fran and Ray Stark Foundation, Los Angeles (acquired at the above sale); sale, Sotheby's, New York, 6 May 2004, lot 137.
Acquired at the above sale by the present owner.",signed and dated 'F.LÉGER 38' (lower right); signed and dated again and titled 'F.LEGER.38 NATURE-MORTE' (on the reverse),19 5/8 x 25 ½ in. (50 x 64.8 cm.)|,"USD 456,500",Composition avec vase (Nature morte avec vase),Painted in 1938
134,Max Ernst ,1891-1976,"USD 12,000 - USD 18,000",nov17,475,oil on linen laid down on card,"Galerie Alexander Iolas, Geneva.
Galerie Alphonse Chave, Vence (by 1968).
Paolo Marinotti, Milan.
Galleria Tega, Milan (by 2007).
Anon. sale, Christie's, London, 29 April 2009, lot 123.
Acquired at the above sale by the present owner.",signed and titled 'max ernst DRAPEAU' (on the artist's mount),Linen size: 5 5/8 x 8 ¼ in. (14.4 x 21 cm.)|Mount size: 6 ¾ x 9 3/8 in. (17 x 23.8 cm.)|,"USD 16,250",Drapeau,Painted in 1967
135,Georges Braque ,1882-1963,"USD 18,000 - USD 25,000",nov17,476,bronze with brown patina,"Werner and Margaret Josten, New York (by 1975).
By descent from the above to the present owner.","signed, numbered and inscribed with foundry mark 'G. Braque 4/6 Susse Fondeur Paris' (on the base)",Height: 5 7/8 in. (14.2 cm.)|Length: 5 ½ in. (14 cm.)|,"USD 43,750",Petite tête de cheval,Conceived in 1941
136,Henri Laurens ,1885-1954,"USD 30,000 - USD 50,000",nov17,477,terracotta,"Galerie Louise Leiris, Paris.
Galería Leandro Navarro, S.L., Madrid.
Acquired from the above by the present owner, July 2008.",signed with monogram (on the top of the base),Length: 13 ¼ in. (33.6 cm.)|,"USD 43,750",Deux femmes couchées,Conceived in 1930
137,Henry Moore ,1898-1986,"USD 60,000 - USD 80,000",nov17,479,Height: 11 in. (28 cm.),"G. Blair Laing, Ltd., Toronto (acquired from the artist, 1958).
Private collection, Toronto; sale, Christie's, New York, 6 November 1991, lot 315.
Acquired at the above sale by the present owner.",bronze with green and brown patina on stone base,,"USD 75,000",Armless Seated Figure against Round Wall,Conceived in 1957
138,Salvador Dalí ,1904-1989,"USD 150,000 - USD 250,000",nov17,481,64 ¾ x 74 ½ in. (164 x 189 cm.),"Marqués de Cuevas (acquired from the artist, 1944).
Margaret Rockefeller de Cuevas (by descent from the above).
Raymundo Larrain, Santiago (by descent from the above, 1976).
By descent from the above to the present owners.",oil and tempera on joined canvas,,"USD 225,000","L'oeil fleuri, décor pour le ballet Tristan fou",Painted in 1944
139,Man Ray ,1890-1976,"USD 20,000 - USD 30,000",nov17,482,wooden chess pieces,"Private collection, New York.
Acquired by the present owner, 2010.","signed, dated and inscribed 'man Ray K 1947' (on the underside of the white king)",Height: 3 in. (7.7 cm.) (the king)|,"USD 30,000",Chess Set,32
140,Jacques Lipchitz ,1891-1973,"USD 30,000 - USD 50,000",nov17,484,bronze with dark brown and green patina,"Yulla Lipchitz, New York (wife of the artist).
Acquired from the above by the present owner, circa 1990.",signed and marked with artist's thumbprint 'JLipchitz' (on the top of the base),Height: 35 ½ in. (90.2 cm.)|,"USD 37,500",Enchanted Flute,Conceived in 1959; unique
141,Mordecai Ardon ,1896-1992,"USD 100,000 - USD 150,000",nov17,486,oil on canvas,"Dr. Alexander, Munich (by 1974).
Anon. sale, Sotheby's, London, 22 October 1986, lot 298.
Acquired at the above sale by the present owner.",signed and dated 'Ardon 60' (upper right); signed and dated again and titled 'Ardon 1960 ?SUNKEN CAESAREA''' (on the stretcher),25 5/8 x 21 ¼ in. (65 x 54 cm.)|,"USD 87,500",Sunken Caesarea,Painted in 1960
142,Massimo Campigli ,1895-1971,"USD 15,000 - USD 25,000",nov17,487,oil on canvasboard,"Dr. Charles U. and Eileen Josten Lowe, Cambridge, Massachusetts.
Eileen Josten Lowe, Brooklyn.
By descent from the above to the present owner.",signed 'CAMPIGLI' (lower right),9 ¾ x 9 7/8 in. (24.8 x 25 cm.)|,"USD 15,000",Donna con collina,n/a
143,Maurice de Vlaminck ,1876-1958,"USD 20,000 - USD 40,000",nov17,489,oil on canvas,"Galerie de l'Elysée (Alex. Maguy), Paris.
Private Collection, New York .
Anon. sale, Parke-Bernet Galleries, New York, 3 February 1954, lot 60.
Maison Bernard, Galería de Arte S.R.L., Caracas.
Acquired from the above by the present owner, January 1978.",signed 'Vlaminck' (lower left),21 5/8 x 18 1/8 in. (55 x 46 cm.)|,"USD 21,250",Nature morte aux fruits,n/a
144,Jules Pascin ,1885-1930,"USD 40,000 - USD 60,000",nov17,490,oil on canvas,"Maison Bernard, Galería de Arte S.R.L., Caracas.
Acquired from the above by the present owner, March 1979.",signed 'pascin' (lower left) and with Estate stamp (lower right),20 3/8 x 16 7/8 in. (51.7 x 43 cm.)|,"USD 47,500",Hermine au fume-cigarette,Painted in 1916
145,Chaïm Soutine ,1893-1943,"USD 500,000 - USD 700,000",nov17,491,oil on canvas,"Isucher Ber Frydman, Paris.
Acquired by the family of the present owner, circa 1970.",signed 'Soutine' (lower left),18 ¼ x 28 7/8 in. (46.3 x 73.3 cm.)|,"USD 612,500",Nature morte au poisson,Painted circa 1922
146,Ossip Zadkine ,1890-1967,"USD 25,000 - USD 35,000",nov17,492,bronze with brown patina,"Edgardo Acosta Gallery, Ltd., Beverly Hills.
Acquired from the above by the family of the present owner, March 1974.","signed, numbered and inscribed with foundry mark 'OZADKINE 2/8 Susse fondeur Paris' (on the back)",Height: 24 ½ in. (62.2 cm.)|,"USD 37,500",Le Compositeur,Conceived in 1935
147,Ossip Zadkine ,1890-1967,"USD 20,000 - USD 30,000",nov17,493,bronze with gray patina,"Edgardo Acosta Gallery, Ltd., Beverly Hills.
Acquired from the above by the family of the present owner.",signed and stamped with foundry mark 'O. ZADKINE BISCEGLIA CIRE PERDUE' (on the top of the base),Height: 21 ½ in. (54.6 cm.)|,"USD 20,000",L'autre personnage,Conceived in 1939; this bronze version cast by 1960
148,Jean-Pierre Cassigneul ,b. 1935,"USD 80,000 - USD 120,000",nov17,495,oil on canvas,"Wally Findlay Galleries, Paris.
Private collection, Japan (1994).
Acquired from the above by the present owners.","signed 'CASSIGNEUL' (lower right); titled '""la Statue oubliée'"" (on the reverse)",63 ¾ x 51 1/8 in. (161.9 x 129.9 cm.)|,"USD 100,000",La statue oubliée,Painted in 1982
149,Louis Valtat ,1869-1952,"USD 10,000 - USD 15,000",nov17,496,oil on canvas,"Acquired by the late owner, 1971.",signed 'L. Valtat' (lower right),16 1/8 x 11 1/8 in. (41 x 28.2 cm.)|,"USD 23,750","Vase à l'oiseau, crocus et tulipes",Painted in 1919
150,Jules Pascin ,1885-1930,"USD 40,000 - USD 60,000",nov17,497,oil over pencil on canvas,"Galerie Marcel Bernheim, Paris (acquired from the artist, 1928).
Pierre Blum, Paris (acquired from the above, 1952).
Perls Galleries, New York.
Private collection, Osaka.
Anon. sale, Sotheby's, New York, 14 May 1998, lot 380.
Peter Findlay Gallery, Inc., New York.
Acquired from the above by the present owner, June 2011.",signed 'pascin' (lower right),28 ¾ x 36 ¼ in. (73 x 92.3 cm.)|,"USD 55,000",Rebecca couchée,Painted in 1927
151,Blanche Hoschedé Monet ,1865-1947,"USD 25,000 - USD 35,000",nov17,499,14 7/8 x 18 in. (38 x 45.7 cm.),"Estate of the artist.
A. Testolini, Venice.
Private collection, France.",oil on canvasboard,,"USD 30,000","Venise, la Salute",n/a
152,Henri Martin ,1860-1943,"USD 180,000 - USD 250,000",nov17,500,oil on canvas,"Private collection, Paris.
Dr. Jacob Goldbloom, Pennsylvania.
Hammer Galleries, New York.
Art Circle 74, New York.
Hammer Galleries, New York.
Acquired from the above by the family of the present owner, January 1977.",signed 'Henri Martin' (lower right),27 ½ x 29 1/8 in. (70 x 74 cm.)|,"USD 275,000",Le port de Marseille,Painted in 1918-1922
153,Henri Le Sidaner ,1862-1939,"USD 20,000 - USD 30,000",nov17,501,oil on board,"Anon. sale, Sotheby & Co., London, 8 December 1966, lot 47.
Piccadilly Gallery, London (acquired at the above sale).
Galleries Maurice Sternberg, Chicago.
Anon. sale, Sotheby & Co., London, 2 July 1969, lot 154.
Private collection; sale, Sotheby's, New York, 23 February 2000, lot 26.
Acquired at the above sale by the present owner.",signed 'Le Sidaner' (lower left),18 1/8 x 15 1/8 in. (46.1 x 38.4 cm.)|,"USD 21,250",Roses,Painted circa 1930
154,Aristide Maillol ,1861-1944,"USD 15,000 - USD 20,000",nov17,502,bronze with dark brown patina,"Galerie Nichido, Tokyo.
Acquired from the above by the present owner, 1988.",signed with monogram (on the top of the base); numbered and inscribed with foundry mark '2/6 E.GODARD Fondeur Paris' (on the back of the base),Height: 5 ¾ in. (14.8 cm.)|,"USD 15,000",Princesse Bibesco,Conceived in 1895-1896; this bronze version cast circa 1985
155,Pierre-Auguste Renoir ,1841-1919,"USD 300,000 - USD 500,000",nov17,503,oil on canvas,"Galerie Durand-Ruel et Cie., Paris (acquired from the artist, July 1914).
Durand-Ruel Galleries, New York (acquired from the above, 1921).
Jean d'Alayer, Paris (acquired from the above, 1949).
Galerie de l'Île de France, Paris.
Private collection, Japan (acquired from the above, April 1972).
Galerie Nichido, Tokyo.
Acquired from the above by the present owner, October 1972.",signed 'Renoir.' (lower left),12 x 9 ½ in. (30.3 x 24.2 cm.)|,"USD 372,500",Fillette lisant,Painted circa 1910
156,Auguste Rodin ,1840-1917,"USD 40,000 - USD 60,000",nov17,504,bronze with dark brown and green patina,"Musée Rodin, Paris.
Netsu International, Paris (acquired from the above, April 1972).
Seibu Department Store, Tokyo (acquired from the above, May 1972).
Acquired by the family of the present owner, circa 1980.",signed and numbered 'A. Rodin N° 11' (on the front of the base); inscribed with foundry mark '.Georges Rudier. .Fondeur.Paris.' (on the back); inscribed and dated '© by musée Rodin 1971.' (on the right side),Height: 9 5/8 in. (24.5 cm.)|,"USD 100,000",Tête de Camille Claudel au bonnet,Conceived in 1884; this bronze version cast in 1971
157,Henri Fantin-Latour ,1836-1904,"USD 60,000 - USD 80,000",nov17,505,10 5/8 x 13 ¾ in. (27 x 35 cm.),"Dieuzaide collection.
F. and J. Tempelaere, Paris.
Alex. Reid, Glasgow.
Mme Gerhard Otteu, Switzerland.
Acquired by the present owner, circa 2000.",oil on canvas,,"USD 56,250","Fleurs, Dahlias, Glaïeuls",Painted in 1879
158,Camille Pissarro ,1830-1903,"USD 200,000 - USD 300,000",nov17,506,oil on canvas,"Estate of the artist.
Paul-Emile Pissarro, Paris (by descent from the above, 1904).
Jacques Georges Lévy, Paris (circa 1935).
Anon. sale, Hôtel Drouot, Paris, 5 November 1936, lot 98.
Acquired by the family of the present owner, circa 1960.",signed and dated 'C. Pissarro. 1902' (lower right),16 ¼ x 13 in. (41.5 x 33 cm.)|,"USD 250,000",Gelée blanche à Eragny,Painted in 1902
159,Auguste Rodin ,1840-1917,"USD 20,000 - USD 30,000",nov17,507,bronze with dark brown and green patina,"Musée Rodin, Paris.
World House Galleries, New York (acquired from the above, December 1955).
Herbert Mayer, Greenwich.
Joseph E. Levine; Estate sale, Sotheby's, New York, 14 May 1998, lot 405.
Acquired at the above sale by the present owner.","signed 'A. Rodin' (on the right side); inscribed with foundry mark, inscribed and dated 'Georges.Rudier Fondeur.Paris © by Musée Rodin 1955' (on the back); with raised signature 'A. Rodin' (on the underside)",Height: 18 7/8 in. (48 cm.)|,"USD 18,750","Buste de Clémenceau, 2ème impression",Conceived in 1911-1914; this bronze version cast in 1955
160,Théo van Rysselberghe ,1862-1926,"USD 60,000 - USD 80,000",nov17,508,oil on canvas,"Dr. Théodore Keller, Paris (acquired from the artist).
Dr. Jean Keller, Paris (by descent from the above).
Acquired by the present owner, circa 1995.",signed with monogram and dated '1908' (upper left),55 7/8 x 34 1/8 in. (142 x 86.6 cm.)|,"USD 93,750",Portrait de Jean Keller,Painted in 1908
161,Henri Martin ,1860-1943,"USD 200,000 - USD 300,000",nov17,511,oil on canvas,"International Galleries (R. Stanley Johnson), Chicago.
Acquired by the present owner, circa 1972.",signed 'Henri Martin' (lower center),36 x 45 ¾ in. (91.5 x 116.5 cm.)|,"USD 250,000",L'église de Labastide,n/a
162,Henri Martin ,1860-1943,"USD 40,000 - USD 60,000",nov17,512,oil on canvas,"Irving Galleries, Palm Beach.
Acquired from the above by the family of the present owner, circa 2000.",indistinctly signed (lower right),32 3/8 x 14 1/8 in. (82.3 x 35.9 cm.)|,"USD 42,500",La Paysanne,n/a
163,Henri Lebasque ,1865-1937,"USD 30,000 - USD 50,000",nov17,513,oil on canvas,"Kaplan Gallery, London.
Hammer Galleries, New York.
Contini Galería de Arte S.A., Caracas.
Acquired from the above by the family of the present owner, September 1977.",signed 'H Lebasque' (lower left),18 1/8 x 22 3/8 in. (46 x 56.9 cm.)|,"USD 65,000",Mère et enfant,Painted in 1901-1902
164,Jean-Pierre Cassigneul ,b. 1935,"USD 30,000 - USD 50,000",nov17,514,oil on canvas,"Galerie Taménaga, Tokyo.
Private collection, Japan (1993).
Acquired from the above by the present owners.",signed 'CASSIGNEUL' (lower left),31 7/8 x 23 5/8 in. (81 x 60 cm.)|,"USD 62,500",Dans le pré,n/a
165,Henri Le Sidaner ,1862-1939,"USD 80,000 - USD 120,000",nov17,516,oil on canvas,"Galerie Georges Petit, Paris.
Private collection, France.
Galerie Bailly, Paris; sale, Sotheby's, London, 3 December 1986, lot 201.
Anon. (acquired at the above sale); sale, Sotheby's, London, 6 February 2001, lot 122.
Acquired at the above sale by the present owner.",signed 'Le Sidaner' (lower left),22 7/8 x 27 1/8 in. (58 x 69 cm.)|,"USD 81,250",Barques blanches au clair de lune,Painted in Villefranche-sur-Mer in 1927
166,Marie Laurencin ,1883-1956,"USD 30,000 - USD 40,000",nov17,517,oil on canvas,"Galerie Bénézit, Paris.
Acquired from the above by the late owners, 1961.",signed 'Marie Laurencin' (upper left),13 x 16 1/8 in. (33 x 41 cm.)|,"USD 56,250",Tête de femme,Painted circa 1936-1938
167,Eugène Boudin ,1824-1898,"USD 50,000 - USD 70,000",nov17,519,oil on canvas,"Galerie Bernheim-Jeune et Cie., Paris.
Paul Melchior Robinow, Hamburg; sale, Cassirer-Helbing, Berlin, 30 November 1928, lot 54.
Galerie Georges Petit, Paris.
Dhainaut collection, Paris.
Anon. sale, Sotheby Parke Bernet & Co., London, 4 July 1979, lot 67.
Walter Klinkhoff Gallery, Inc., Montreal (acquired at the above sale).
Acquired from the above by the present owner, 1979.","signed, dated and inscribed 'E. Boudin 73 a Portrieux' (lower left)",14 ½ x 23 1/8 in. (37 x 58.7 cm.)|,"USD 87,500","Portrieux, le port marée basse",Painted in 1873
168,Henri Martin ,1860-1943,"USD 100,000 - USD 150,000",nov17,521,oil on canvas,"Maison Bernard, Galería de Arte S.R.L., Caracas.
Acquired from the above by the family of the present owner, February 1976.",signed 'Henri Martin.' (lower right),22 3/8 x 39 3/8 in. (57 x 100.2 cm.)|,"USD 93,750",Le pont de Labastide-du-Vert en hiver,n/a
169,Maximilien Luce ,1858-1941,"USD 8,000 - USD 12,000",nov17,522,oil on paper laid down on canvas,"Estate of the artist.
Anon. sale, Tajan, Paris, 18 December 2002, lot 33.
Anon. sale, Christie's, New York, 14 September 2005, lot 108.
Franklin Bowles Galleries, San Francisco (acquired at the above sale).
Acquired from the above by the present owner, circa 2007.",stamped with signature 'Luce' (lower right),14 7/8 x 18 1/8 in. (37.8 x 46 cm.)|,"USD 8,125",Le Pont des Arts,Painted in 1930
170,Eugène Boudin ,1824-1898,"USD 30,000 - USD 50,000",nov17,523,oil on panel,"James Vigeveno Galleries, Los Angeles.
Acquired from the above by the family of the present owner, circa 1960.",signed and dated 'E. Boudin - 92' (lower left),14 x 18 3/8 in. (35.5 x 46.8 cm.)|,"USD 37,500","Voiliers, marée basse",Painted in 1892
171,Maxime Maufra ,1861-1918,"USD 15,000 - USD 20,000",nov17,524,oil on canvas,"Private collection, Buenos Aires.
Anon. sale, Sotheby's, New York, 4 November 1993, lot 363.
Acquired at the above sale by the late owner.",signed and dated 'Maufra 1912' (lower right),31 7/8 x 39 3/8 in. (81 x 100 cm.)|,"USD 18,750",Les pins de l'île St. Honorat (Alpes-Maritimes),Painted in 1912
172,Armand Guillaumin ,1841-1927,"USD 40,000 - USD 60,000",nov17,525,oil on canvas,"Galerie Bernheim-Jeune et Cie., Paris (by 1933).
Galerie de l'Art Moderne, Paris (by 1965).
Private collection, France; sale, Christie's, London, 8 February 2005, lot 323.
Private collection, Paris; sale, Christie's, London, 21 June 2006, lot 256.
Private collection, Stuttgart; sale, Sotheby's, London, 9 February 2012, lot 143.
Acquired at the above sale by the present owner.",signed 'Guillaumin' (lower right),21 3/8 x 25 ½ in. (54.4 x 65 cm.)|,"USD 32,500",Moulin Bouchardon,Painted circa 1900
173,Eugène Boudin ,1824-1898,"USD 100,000 - USD 150,000",nov17,526,oil on canvas,"Galerie Bernheim-Jeune et Cie., Paris.
Louis Bernard, Paris; sale, Hôtel Drouot, Paris, 11 May 1901, lot 7.
Théodore Révillon, Paris (acquired at the above sale); sale, Galerie Georges Petit, Paris, 8 May 1924, lot 11.
Emile Bernheim, Paris.
Galerie Georges Petit, Paris.
Galerie Schmit, Paris.
The Armand Hammer Foundation, Los Angeles (acquired from the above, by 1968).
Hammer Galleries, New York (acquired from the above).
Acquired from the above by the present owner, May 2007.",signed and dated 'E. Boudin 73' (lower left) and inscribed 'Camaret -' (lower right),14 ½ x 23 in. (36.8 x 58.4 cm.)|,"USD 175,000","Le quai de Camaret, Pêcheur attendant la marée",Painted in 1873
174,Pierre-Auguste Renoir ,1841-1919,"USD 250,000 - USD 350,000",nov17,527,oil on canvas,"Galerie Bernheim-Jeune et Cie., Paris.
Alexandre Bernheim-Jeune, Paris (acquired from the above, November 1911).
Galerie Eugène Druet, Paris.
Private collection, Belgium; sale, Christie's, London, 30 June 1999, lot 157.
Acquired at the above sale by the present owner.",signed 'Renoir.' (upper left),9 5/8 x 15 in. (24.6 x 39.3 cm.)|,"USD 348,500",Coupe de fruits,Painted circa 1897
175,Henri Le Sidaner ,1862-1939,"USD 20,000 - USD 30,000",nov17,528,oil and charcoal on paper laid down on panel,"Anon. sale, Sotheby's, London, 21 February 1990, lot 10.
Private collection, Connecticut (acquired at the above sale).
Meserve Coale Gallery, Greenwich, Connecticut.
Acquired from the above by the present owner, December 2003.",signed 'Le Sidaner' (lower right),12 ¾ x 17 ½ in. (32.5 x 44.6 cm.)|,"USD 35,000",Les petites vieilles,Executed in Beauvais in 1900
176,Édouard Vuillard ,1868-1940,"USD 50,000 - USD 70,000",nov17,529,oil on board,"Estate of the artist.
Galerie Berès, Paris.
Galerie Nichido, Tokyo.
Acquired from the above by the present owner, circa 1989.",stamped with signature 'E Vuillard' (Lugt 2497a; lower right),19 3/8 x 18 1/8 in. (49.3 x 46 cm.)|,"USD 87,500","Annette et sa mère, rue de la Tour",Painted circa 1906
177,Camille Bombois ,1883-1970,"USD 15,000 - USD 20,000",nov17,530,oil on canvas,"Galerie Bing, Paris (1952).
Dr. Franz Meyer, Switzerland.
Mrs. Marguerite-Meyer-Malher, Switzerland.
Dr. A.H. Jenny, Switzerland.
Anon. sale, Christie's, New York, 22 September 2009, lot 126.
Acquired at the above sale by the present owner.",signed 'Bombois. C.lle' (lower right),23 5/8 x 28 7/8 in. (60 x 73.3 cm.)|,"USD 40,000",Deux enfants jouant dans la forêt,Painted circa 1926
178,André Lhote ,1885-1962,"USD 80,000 - USD 120,000",nov17,531,oil on canvas,"Estate of the artist.
Private collection, France (by descent from the above); sale, Christie's, New York, 7 May 2008, lot 366.
Acquired at the above sale by the present owner.",signed 'A. LHOTE.' (lower right),25 3/8 x 32 in. (65 x 81.4 cm.)|,"USD 75,000",Les Châtaigniers,Painted in 1911
179,Tamara De Lempicka ,1898-1980,"USD 80,000 - USD 120,000",nov17,532,15 x 18 7/8 in. (38 x 48 cm.),Acquired from the artist by the present owner.,oil on canvas,,"USD 256,250",La Dormeuse IV (Kizette),Painted circa 1975
180,Baltasar Lobo ,1910-1993,"USD 200,000 - USD 300,000",nov17,533,bronze with dark brown patina,"Galerie Freites, Caracas.
Acquired from the above by the present owner, circa 2004.",signed and numbered 'Lobo 2/8' (on the top of the base); stamped with foundry mark 'FONDERIA ART. F.LLI BONVICINI SOMMACAMPAGNA' (on the back of the base),Height: 84 ¼ in. (215 cm.)|,"USD 612,500",Grande jeune fille à genoux,Conceived in 1987; this bronze version cast in 1993
181,Alexander Archipenko ,1887-1964,"USD 20,000 - USD 30,000",nov17,537,bronze with gold and black patina,"Perls Galleries, New York.
Acquired from the above by the present owner, 1957.",signed and numbered 'Archipenko 1' (on the back),Height: 6 3/8 in. (16.2 cm.)|,"USD 25,000",Gold and Black,Conceived and cast in 1957
182,Baltasar Lobo ,1910-1993,"USD 70,000 - USD 100,000",nov17,538,bronze with green and brown patina,"Estate of the artist.
Acquired from the above by the present owner.",signed and numbered 'Lobo 7/8' (on the top of the base); inscribed with foundry mark 'Susse Fondeur. Paris' (on the back of the base),Height: 25 in. (63.5 cm.)|,"USD 75,000",Pensive à genoux,Conceived in 1977
183,Jacques Lipchitz ,1891-1973,"USD 12,000 - USD 18,000",nov17,539,bronze with dark brown patina,"Marlborough-Gerson Gallery, Inc., New York.
Acquired from the above by the present owner, 1996.","signed, numbered and marked with the artist's thumbprint 'JLipchitz 1/7' (on the back of the base)",Height: 8 1/8 in. (20.7 cm.)|Length: 8 5/8 in. (21.9 cm.)|,"USD 20,000",Figure with Guitar: Maquette No. 2,Conceived in 1923
184,Jean Dufy ,1888-1964,"USD 60,000 - USD 80,000",nov17,540,oil on canvas,"Private collection, Chicago; sale, Christie's, New York, 9 May 2000, lot 225.
Acquired at the above sale by the present owner.",signed and dated 'Jean Dufy 29' (lower right),35 1/8 x 51 ¼ in. (89.3 x 130.2 cm.)|,"USD 250,000","Salle Gaveau, le grand orchestre",Painted in 1929
185,Jean Dufy ,1888-1964,"USD 35,000 - USD 45,000",nov17,541,oil on canvas,"Anon. sale, Sotheby's, New York, 15 February 1991, lot 52.
Private collection, New York (acquired at the above sale).
Acquired from the above by the present owner.",signed and dated 'Jean Dufy 26' (lower right),28 ¾ x 23 ¾ in. (73.1 x 60.2 cm.)|,"USD 43,750",Femme assise au chat blanc,Painted in 1926
186,Maximilien Luce ,1858-1941,"USD 30,000 - USD 50,000",nov17,543,oil on canvas,"Galerie M.L. de Boer, Amsterdam.
Anon. sale, Sotheby Mak Van Waay, B.V., Amsterdam, 24 April 1978, lot 404.
Acquired by the present owner, by 1990.",signed and dated 'Luce 1919' (lower left),23 5/8 x 28 7/8 in. (60.1 x 73.2 cm.)|,"USD 62,500",Bateaux dans le port de Rotterdam,Painted in 1919
187,André Hambourg ,1909-1999,"USD 25,000 - USD 35,000",nov17,544,oil on canvas,"Galerie Paul Pétridès, Paris.
Acquired from the above by the family of the present owners, 1978.","signed 'a. hambourg' (lower right); signed again with initials, titled and dated 'a.h. ""Les petits chevaux sur la plage, par beau temps"" (à Trouville) 04' (on the reverse)",25 ¾ x 31 7/8 in. (65.4 x 81 cm.)|,"USD 40,000","Les petits chevaux sur la plage, par beau temps (à Trouville)",Painted in 1974
188,Suzanne Valadon ,1865-1938,"GBP 25,000 - GBP 35,000",mar18,401,oil on canvas,"Jonas Netter, Paris, and thence by descent to the present owner.",signed and dated 'Suzanne Valadon 1916' (lower right),32 x 23 3/4 in. (81.4 x 60.4 cm.)|,"GBP 75,000",Nu assis sur un canapé,Painted in 1916
